"session_id","phase_number","phase_name","confidence"
f4ae8698-dee5-11ef-af32-0242ac120003,4,Intervention Phase,5
f4c15f56-dfa9-11ef-9101-0242ac120003,3,Pre phase ,5
f4c15f56-dfa9-11ef-9101-0242ac120003,5,Post Phase,4
f4c15f56-dfa9-11ef-9101-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,3,Pre phase ,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
