"session_id","phase_number","phase_name","confidence"
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f4f87cb4-dd6c-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f527ffea-de28-11ef-a609-0242ac120003,5,Post Phase,4
f527ffea-de28-11ef-a609-0242ac120003,4,Intervention Phase,4
f527ffea-de28-11ef-a609-0242ac120003,3,Pre phase ,4
f5924754-dee3-11ef-9101-0242ac120003,3,Pre phase ,4
f5924754-dee3-11ef-9101-0242ac120003,4,Intervention Phase,4
f5924754-dee3-11ef-9101-0242ac120003,5,Post Phase,4
f8058624-dd5b-11ef-9101-0242ac120003,5,Post Phase,5
f8058624-dd5b-11ef-9101-0242ac120003,3,Pre phase ,4
f8058624-dd5b-11ef-9101-0242ac120003,4,Intervention Phase,4
f8ab83bc-de1e-11ef-b02c-0242ac120003,4,Intervention Phase,4
f8ab83bc-de1e-11ef-b02c-0242ac120003,3,Pre phase ,5
f8ab83bc-de1e-11ef-b02c-0242ac120003,5,Post Phase,4
f8ca24fa-def7-11ef-9325-0242ac120003,3,Pre phase ,3
f8ca24fa-def7-11ef-9325-0242ac120003,4,Intervention Phase,3
f8ca24fa-def7-11ef-9325-0242ac120003,5,Post Phase,4
f8d6e6d6-dfd3-11ef-8bc0-0242ac120003,5,Post Phase,4
f8d6e6d6-dfd3-11ef-8bc0-0242ac120003,4,Intervention Phase,4
f8d6e6d6-dfd3-11ef-8bc0-0242ac120003,3,Pre phase ,4
f8e50d80-df09-11ef-9077-0242ac120003,5,Post Phase,5
f8e50d80-df09-11ef-9077-0242ac120003,4,Intervention Phase,5
f8e50d80-df09-11ef-9077-0242ac120003,3,Pre phase ,5
f9856fea-dfbe-11ef-aae8-0242ac120003,4,Intervention Phase,4
f9856fea-dfbe-11ef-aae8-0242ac120003,5,Post Phase,3
f9856fea-dfbe-11ef-aae8-0242ac120003,3,Pre phase ,3
facaeffe-de3a-11ef-9325-0242ac120003,5,Post Phase,4
facaeffe-de3a-11ef-9325-0242ac120003,3,Pre phase ,4
facaeffe-de3a-11ef-9325-0242ac120003,4,Intervention Phase,4
fae1f162-df0d-11ef-8b3e-0242ac120003,4,Intervention Phase,3
fae1f162-df0d-11ef-8b3e-0242ac120003,3,Pre phase ,5
fae1f162-df0d-11ef-8b3e-0242ac120003,3,Pre phase ,5
fae1f162-df0d-11ef-8b3e-0242ac120003,3,Pre phase ,5
fae1f162-df0d-11ef-8b3e-0242ac120003,5,Post Phase,5
fcaacc06-dfc8-11ef-9325-0242ac120003,5,Post Phase,4
fcaacc06-dfc8-11ef-9325-0242ac120003,3,Pre phase ,4
fcaacc06-dfc8-11ef-9325-0242ac120003,4,Intervention Phase,4
fcf1c494-dfbe-11ef-af32-0242ac120003,5,Post Phase,5
fcf1c494-dfbe-11ef-af32-0242ac120003,4,Intervention Phase,4
fcf1c494-dfbe-11ef-af32-0242ac120003,3,Pre phase ,5
fd51c0ca-def5-11ef-af32-0242ac120003,3,Pre phase ,4
fd51c0ca-def5-11ef-af32-0242ac120003,5,Post Phase,5
fd51c0ca-def5-11ef-af32-0242ac120003,4,Intervention Phase,4
fe797c02-def7-11ef-a609-0242ac120003,5,Post Phase,4
fe797c02-def7-11ef-a609-0242ac120003,3,Pre phase ,3
fe797c02-def7-11ef-a609-0242ac120003,4,Intervention Phase,4
ff0ec3cc-de41-11ef-8bc0-0242ac120003,3,Pre phase ,4
ff0ec3cc-de41-11ef-8bc0-0242ac120003,4,Intervention Phase,4
ff0ec3cc-de41-11ef-8bc0-0242ac120003,5,Post Phase,4
ff5d0864-dd7b-11ef-a609-0242ac120003,5,Post Phase,4
ff5d0864-dd7b-11ef-a609-0242ac120003,4,Intervention Phase,3
ff5d0864-dd7b-11ef-a609-0242ac120003,3,Pre phase ,3
ffac8072-dfbc-11ef-b02c-0242ac120003,5,Post Phase,5
ffac8072-dfbc-11ef-b02c-0242ac120003,3,Pre phase ,5
ffac8072-dfbc-11ef-b02c-0242ac120003,4,Intervention Phase,5
